5728_VCA0578_MCRBS_CLSTR793,-,"['WP_000098137.1', 'WP_000236616.1', 'WP_001909330.1']"
1404_VCA0578_ODB_CLSTR793,-,['WP_000098137.1']
1187_VC0158_ODB_CLSTR701,+,['WP_000098149.1']
2253_VC0919_ODB_CLSTR1103,+,['WP_000098186.1']
362_VC0473_ODB_CLSTR236,+,['WP_000098688.1']
1035_VC2735_ODB_CLSTR637,+,"['WP_000098849.1', 'WP_001911276.1']"
155_VC0880_ODB_CLSTR136,+,['WP_000098861.1']
861_VC0766_ODB_CLSTR551,-,['WP_000099131.1']
4251_VC0012_MCRBS_CLSTR43,+,"['WP_000099214.1', 'WP_000673176.1', 'WP_001884355.1', 'WP_000070020.1']"
2727_VC0012_ODB_CLSTR43,+,"['WP_000099214.1', 'WP_000673176.1', 'WP_001884355.1']"
44_VC0012_ODB_CLSTR43,+,"['WP_000099214.1', 'WP_000673176.1']"
49_VC0012_ODB_CLSTR43,+,['WP_000099214.1']
2769_VC2747_ODB_CLSTR1133,+,"['WP_000099256.1', 'WP_001918943.1', 'WP_000086389.1']"
5456_VC2747_MCRBS_CLSTR1861,+,['WP_000099256.1']
2383_VC0911_ODB_CLSTR58,+,"['WP_000099341.1', 'WP_000034055.1', 'WP_001080438.1']"
710_VC2008_ODB_CLSTR465,+,['WP_000099574.1']
994_VC2524_ODB_CLSTR626,+,"['WP_000099768.1', 'WP_000059348.1']"
4302_VC0116_MCRBS_CLSTR1420,+,['WP_000100645.1']
5730_VCA0586_MCRBS_CLSTR730,+,"['WP_000101303.1', 'WP_000581517.1']"
1256_VCA0586_ODB_CLSTR730,+,['WP_000101303.1']
2080_VC1995_ODB_CLSTR1031,+,['WP_000101384.1']
2381_VC2536_ODB_CLSTR1171,+,['WP_000101581.1']
2198_VC0361_ODB_CLSTR889,+,"['WP_000101803.1', 'WP_001138050.1', 'WP_000201237.1']"
1689_VC0361_ODB_CLSTR889,+,['WP_000101803.1']
2094_VC2430_ODB_CLSTR1040,-,['WP_000102510.1']
4958_VC1619_MCRBS_CLSTR1676,+,['WP_000102804.1']
879_VCA0752_ODB_CLSTR560,+,['WP_000102967.1']
216_VC0391_ODB_CLSTR168,-,['WP_000102995.1']
4418_VC0384_MCRBS_CLSTR225,+,"['WP_000103469.1', 'WP_001275671.1', 'WP_001133791.1']"
1550_VC1869_ODB_CLSTR834,+,['WP_000103941.1']
3379_VC1016_ODB_CLSTR451,-,"['WP_000104488.1', 'WP_000949723.1', 'WP_000863730.1', 'WP_000954368.1', 'WP_001005002.1', 'WP_001057741.1']"
2756_VC1016_ODB_CLSTR451,-,"['WP_000104488.1', 'WP_000949723.1', 'WP_000863730.1']"
2660_VCA1006_ODB_CLSTR1221,+,['WP_000104651.1']
1272_VC0770_ODB_CLSTR740,+,['WP_000104914.1']
480_VCA0933_ODB_CLSTR323,+,['WP_000105005.1']
566_VCA0543_ODB_CLSTR378,+,['WP_000105490.1']
2933_VC2722_ODB_CLSTR725,+,"['WP_000106799.1', 'WP_000095812.1']"
1251_VC2722_ODB_CLSTR725,+,['WP_000106799.1']
1414_VC1858_ODB_CLSTR796,+,"['WP_000106914.1', 'WP_001918678.1']"
479_VCA0184_ODB_CLSTR322,-,['WP_000106983.1']
1828_VC1214_ODB_CLSTR526,+,"['WP_000107095.1', 'WP_001890391.1']"
4542_VC0665_MCRBS_CLSTR1519,+,['WP_000107102.1']
4580_VC0755_MCRBS_CLSTR1528,+,['WP_000107237.1']
397_VCA0526_ODB_CLSTR260,-,['WP_000107451.1']
1825_VCA0129_ODB_CLSTR940,+,['WP_000107608.1']
1690_VC0659_ODB_CLSTR890,+,['WP_000108381.1']
5868_VCA0891_MCRBS_CLSTR2098,-,['WP_000109023.1']
5887_VCA0931_MCRBS_CLSTR2111,-,['WP_000109472.1']
86_VC1095_ODB_CLSTR14,+,['WP_000110064.1']
729_VCA0632_ODB_CLSTR480,-,['WP_000110101.1']
2515_VC2746_ODB_CLSTR1189,+,['WP_000110151.1']
2072_VC0477_ODB_CLSTR33,+,"['WP_000111267.1', 'WP_000946626.1']"
2071_VC0477_ODB_CLSTR1027,+,['WP_000111267.1']
1820_VC1847_ODB_CLSTR935,-,['WP_000111361.1']
5132_VC1989_MCRBS_CLSTR343,-,"['WP_000111661.1', 'WP_001881716.1']"
4268_VC0047_MCRBS_CLSTR1072,+,"['WP_000113383.1', 'WP_000654772.1', 'WP_000979769.1', 'WP_000087525.1']"
4236_VC0047_ODB_CLSTR1073,+,"['WP_000113383.1', 'WP_000654772.1']"
1987_VC1512_ODB_CLSTR1007,-,['WP_000113430.1']
5121_VC1965_MCRBS_CLSTR1752,+,"['WP_000113995.1', 'WP_000013111.1']"
4255_VC0022_MCRBS_CLSTR1404,+,['WP_000114370.1']
754_VC0204_ODB_CLSTR491,-,['WP_000114969.1']
1754_VC0203_ODB_CLSTR912,+,['WP_000115021.1']
5304_VC2418_MCRBS_CLSTR1814,-,['WP_000115055.1']
9_VCA0301_ODB_CLSTR10,+,['WP_000116045.1']
1393_VC0105_ODB_CLSTR782,+,['WP_000116550.1']
1998_VC0534_ODB_CLSTR605,+,"['WP_000116737.1', 'WP_000177568.1']"
960_VC0534_ODB_CLSTR605,+,['WP_000116737.1']
1965_VC2178_ODB_CLSTR393,-,['WP_000117270.1']
3106_VC2165_ODB_CLSTR1295,+,"['WP_000117768.1', 'WP_000623699.1']"
1056_VC2165_ODB_CLSTR548,+,['WP_000117768.1']
706_VC1631_ODB_CLSTR461,-,['WP_000117911.1']
723_VC1235_ODB_CLSTR476,-,['WP_000117953.1']
369_VC2363_ODB_CLSTR219,-,"['WP_000118015.1', 'WP_000780992.1']"
1753_VC1931_ODB_CLSTR911,-,['WP_000118044.1']
1229_VC0389_ODB_CLSTR717,-,['WP_000118232.1']
4696_VC1000_MCRBS_CLSTR966,+,"['WP_000118593.1', 'WP_000192375.1', 'WP_000157056.1']"
2541_VC1000_ODB_CLSTR967,+,['WP_000118593.1']
2097_VC0526_ODB_CLSTR1042,+,['WP_000119813.1']
5254_VC2301_MCRBS_CLSTR1327,-,"['WP_000120276.1', 'WP_000483035.1', 'WP_000391276.1']"
172_VC1719_ODB_CLSTR151,-,['WP_000120285.1']
4837_VC1310_MCRBS_CLSTR1618,+,['WP_000121059.1']
451_VC1922_ODB_CLSTR230,-,"['WP_000121678.1', 'WP_000130332.1']"
4136_VC1922_ODB_CLSTR1391,-,['WP_000121678.1']
762_VC0076_ODB_CLSTR495,-,['WP_000121736.1']
1321_VC0498_ODB_CLSTR759,+,['WP_000122383.1']
5839_VCA0822_MCRBS_CLSTR611,-,"['WP_000122727.1', 'WP_000637098.1', 'WP_010895484.1', 'WP_000640101.1']"
4210_VC2197_ODB_CLSTR1400,-,"['WP_000122825.1', 'WP_000373284.1']"
2579_VC2197_ODB_CLSTR229,-,['WP_000122825.1']
2784_VC1839_ODB_CLSTR336,-,"['WP_000123084.1', 'WP_001091290.1']"
2305_VCA0953_ODB_CLSTR1126,-,['WP_000124506.1']
943_VC0451_ODB_CLSTR390,-,"['WP_000124738.1', 'WP_001230176.1']"
4450_VC0451_MCRBS_CLSTR215,-,"['WP_000124738.1', 'WP_001890075.1']"
152_VCA0155_ODB_CLSTR133,-,['WP_000125097.1']
2768_VC0297_ODB_CLSTR28,-,"['WP_000125573.1', 'WP_000354613.1', 'WP_000884888.1']"
4186_VC0297_ODB_CLSTR1397,-,"['WP_000125573.1', 'WP_000354613.1']"
106_VCA1101_ODB_CLSTR99,+,['WP_000125956.1']
1647_VC1432_ODB_CLSTR880,-,['WP_000126823.1']
4910_VC1492_MCRBS_CLSTR1657,-,['WP_000126926.1']
5311_VC2432_MCRBS_CLSTR386,-,"['WP_000126999.1', 'WP_000868845.1', 'WP_000080926.1', 'WP_001150037.1']"
2095_VC2432_ODB_CLSTR386,-,"['WP_000126999.1', 'WP_000868845.1']"
583_VC2432_ODB_CLSTR386,-,['WP_000126999.1']
4397_VC0335_MCRBS_CLSTR1465,-,['WP_000127369.1']
4058_VC1119_ODB_CLSTR1376,+,['WP_000127634.1']
825_VCA0747_ODB_CLSTR57,+,"['WP_000128118.1', 'WP_000972312.1', 'WP_001014995.1']"
59_VCA0747_ODB_CLSTR57,+,['WP_000128118.1']
69_VC0664_ODB_CLSTR67,+,['WP_000128764.1']
5657_VCA0440_MCRBS_CLSTR1981,+,['WP_000128977.1']
5474_VCA0024_MCRBS_CLSTR1869,-,['WP_000129630.1']
969_VCA0998_ODB_CLSTR614,-,['WP_000129732.1']
1999_VC0530_ODB_CLSTR159,+,"['WP_000129752.1', 'WP_000619209.1', 'WP_001061951.1', 'WP_001263189.1']"
4487_VC0530_MCRBS_CLSTR1504,+,"['WP_000129752.1', 'WP_000698379.1', 'WP_000002982.1']"
2990_VC2253_ODB_CLSTR1288,-,"['WP_000129778.1', 'WP_001229026.1', 'WP_000813566.1']"
405_VC2253_ODB_CLSTR268,-,"['WP_000129778.1', 'WP_001240970.1']"
4563_VC0705_MCRBS_CLSTR1527,-,['WP_000130282.1']
353_VC1921_ODB_CLSTR230,-,['WP_000130332.1']
2149_VC0582_ODB_CLSTR1048,+,['WP_000131542.1']
5323_VC2454_MCRBS_CLSTR1820,-,"['WP_000132103.1', 'WP_000405109.1', 'WP_000621296.1']"
126_VC2491_ODB_CLSTR111,+,['WP_000132138.1']
2837_VC2152_ODB_CLSTR581,+,"['WP_000132407.1', 'WP_000156592.1']"
5189_VC2152_MCRBS_CLSTR581,+,"['WP_000132407.1', 'WP_000187306.1', 'WP_000404231.1']"
904_VC2152_ODB_CLSTR581,+,['WP_000132407.1']
487_VC2475_ODB_CLSTR330,-,['WP_000132411.1']
5332_VC2479_MCRBS_CLSTR1822,+,['WP_000132451.1']
1165_VC0083_ODB_CLSTR682,+,"['WP_000132703.1', 'WP_001918068.1', 'WP_000801143.1']"
4245_VC0083_ODB_CLSTR682,+,"['WP_000132703.1', 'WP_001918068.1']"
4064_VC0083_ODB_CLSTR682,+,['WP_000132703.1']
5065_VC1864_MCRBS_CLSTR1725,-,['WP_000133012.1']
546_VC1717_ODB_CLSTR365,-,"['WP_000133900.1', 'WP_001288886.1', 'WP_000099368.1', 'WP_000572788.1']"
4100_VC2709_ODB_CLSTR1386,+,['WP_000135052.1']
2639_VC2572_ODB_CLSTR1074,-,['WP_000135216.1']
351_VC2191_ODB_CLSTR228,-,"['WP_000135483.1', 'WP_000934642.1']"
3872_VC0147_ODB_CLSTR1351,+,['WP_000136719.1']
4394_VC0332_MCRBS_CLSTR1462,+,['WP_000137608.1']
2079_VC2732_ODB_CLSTR751,-,['WP_000138174.1']
4158_VCA0744_ODB_CLSTR1395,-,['WP_000139398.1']
2815_VC2431_ODB_CLSTR1040,-,"['WP_000139795.1', 'WP_000102510.1']"
2271_VC2431_ODB_CLSTR1118,-,['WP_000139795.1']
5664_VCA0453_MCRBS_CLSTR1986,-,['WP_000140244.1']
2544_VC1915_ODB_CLSTR41,-,"['WP_000140318.1', 'WP_000167341.1']"
540_VC1915_ODB_CLSTR363,-,['WP_000140318.1']
2557_VC0596_ODB_CLSTR66,-,"['WP_000140367.1', 'WP_000545814.1']"
68_VC0596_ODB_CLSTR66,-,['WP_000140367.1']
1145_VCA0798_ODB_CLSTR672,-,['WP_000140419.1']
690_VC1017_ODB_CLSTR451,-,"['WP_000141550.1', 'WP_000104488.1', 'WP_000949723.1', 'WP_000863730.1', 'WP_000954368.1', 'WP_001005002.1', 'WP_001057741.1']"
150_VC2003_ODB_CLSTR131,+,['WP_000143339.1']
2227_VC0024_ODB_CLSTR1092,-,['WP_000143763.1']
320_VC0031_ODB_CLSTR26,-,"['WP_000145255.1', 'WP_001190200.1', 'WP_000201999.1', 'WP_001127457.1', 'WP_000524712.1']"
25_VC0031_ODB_CLSTR26,-,['WP_000145255.1']
2840_VC2202_ODB_CLSTR1262,-,"['WP_000145786.1', 'WP_000125387.1']"
669_VC2324_ODB_CLSTR442,+,['WP_000146407.1']
824_VC1257_ODB_CLSTR530,-,['WP_000146463.1']
2658_VC0631_ODB_CLSTR1220,+,['WP_000146472.1']
4530_VC0641_MCRBS_CLSTR1052,+,"['WP_000147148.1', 'WP_000031601.1', 'WP_000192207.1', 'WP_001123656.1', 'WP_000124044.1', 'WP_000055654.1']"
4495_VC0549_MCRBS_CLSTR1244,+,"['WP_000148780.1', 'WP_000042727.1', 'WP_000348847.1', 'WP_000428698.1']"
5821_VCA0790_MCRBS_CLSTR2073,+,['WP_000149603.1']
1356_VC0495_ODB_CLSTR768,+,['WP_000149629.1']
2800_VC2616_ODB_CLSTR205,-,"['WP_000150128.1', 'WP_000189091.1']"
5388_VC2616_MCRBS_CLSTR205,-,"['WP_000150128.1', 'WP_000962042.1', 'WP_000215482.1']"
257_VC2616_ODB_CLSTR205,-,['WP_000150128.1']
22_VC2086_ODB_CLSTR23,-,"['WP_000151221.1', 'WP_000551472.1']"
323_VC2086_ODB_CLSTR37,-,"['WP_000151221.1', 'WP_001048578.1', 'WP_000025475.1']"
5755_VCA0643_MCRBS_CLSTR2032,+,['WP_000151363.1']
4375_VC0285_MCRBS_CLSTR643,-,"['WP_000151469.1', 'WP_000371412.1']"
1814_VC0285_ODB_CLSTR929,-,['WP_000151469.1']
736_VC1556_ODB_CLSTR483,-,['WP_000152368.1']
5300_VC2400_MCRBS_CLSTR22,-,"['WP_000152804.1', 'WP_001038930.1', 'WP_000480004.1', 'WP_000376398.1', 'WP_000587839.1', 'WP_000621834.1', 'WP_001091880.1', 'WP_000725937.1', 'WP_001137975.1', 'WP_000127221.1']"
3402_VC2400_ODB_CLSTR728,-,"['WP_000152804.1', 'WP_001038930.1', 'WP_000480004.1', 'WP_000376398.1']"
2916_VC2400_ODB_CLSTR728,-,"['WP_000152804.1', 'WP_001038930.1']"
1254_VC2400_ODB_CLSTR728,-,['WP_000152804.1']
5136_VC2000_MCRBS_CLSTR35,+,"['WP_000153496.1', 'WP_000365085.1']"
36_VC2000_ODB_CLSTR35,+,['WP_000153496.1']
1836_VC2188_ODB_CLSTR950,-,['WP_000154827.1']
4417_VC0383_MCRBS_CLSTR1476,+,['WP_000154955.1']
491_VC2089_ODB_CLSTR220,-,"['WP_000155078.1', 'WP_000772966.1']"
868_VC2089_ODB_CLSTR220,-,['WP_000155078.1']
1244_VC0345_ODB_CLSTR720,+,"['WP_000155485.1', 'WP_000192300.1', 'WP_001051872.1', 'WP_000460377.1', 'WP_000312460.1', 'WP_001228766.1']"
4432_VC0418_MCRBS_CLSTR324,+,"['WP_000155857.1', 'WP_001271880.1', 'WP_001883253.1', 'WP_001189984.1', 'WP_000178532.1']"
1596_VC0418_ODB_CLSTR852,+,['WP_000155857.1']
2887_VC1002_ODB_CLSTR966,+,"['WP_000157056.1', 'WP_000192375.1']"
4213_VC1002_ODB_CLSTR966,+,"['WP_000157056.1', 'WP_001104251.1']"
1916_VC1002_ODB_CLSTR966,+,['WP_000157056.1']
4234_VC0891_ODB_CLSTR1401,-,"['WP_000157114.1', 'WP_000568619.1']"
4643_VC0891_MCRBS_CLSTR1401,-,['WP_000157114.1']
2525_VCA0654_ODB_CLSTR1193,+,['WP_000157570.1']
1188_VC0318_ODB_CLSTR702,+,"['WP_000157740.1', 'WP_000658158.1']"
980_VCA0969_ODB_CLSTR620,+,['WP_000159137.1']
430_VC1279_ODB_CLSTR284,+,['WP_000159494.1']
2236_VC0658_ODB_CLSTR1096,-,['WP_000160066.1']
1822_VC1950_ODB_CLSTR937,-,"['WP_000161719.1', 'WP_000023440.1']"
2240_VC1950_ODB_CLSTR937,-,['WP_000161719.1']
5756_VCA0644_MCRBS_CLSTR2033,+,['WP_000161799.1']
4402_VC0340_MCRBS_CLSTR1470,-,['WP_000162647.1']
888_VC0848_ODB_CLSTR567,-,['WP_000162689.1']
1282_VC2429_ODB_CLSTR747,+,"['WP_000162868.1', 'WP_000207198.1', 'WP_000011557.1']"
1281_VC2429_ODB_CLSTR747,+,"['WP_000162868.1', 'WP_000207198.1']"
2484_VC2429_ODB_CLSTR747,+,['WP_000162868.1']
2221_VC0289_ODB_CLSTR1090,-,['WP_000163081.1']
3294_VCA0517_ODB_CLSTR473,-,"['WP_000163391.1', 'WP_000684721.1']"
720_VCA0517_ODB_CLSTR473,-,['WP_000163391.1']
5838_VCA0821_MCRBS_CLSTR2083,+,['WP_000163959.1']
3775_VC0798_ODB_CLSTR1338,+,['WP_000164142.1']
1945_VC0768_ODB_CLSTR15,+,"['WP_000164597.1', 'WP_000944163.1']"
28_VC0768_ODB_CLSTR29,+,['WP_000164597.1']
79_VCA0242_ODB_CLSTR73,-,['WP_000165663.1']
2726_VC2772_ODB_CLSTR101,-,"['WP_000166627.1', 'WP_000516546.1', 'WP_001068941.1', 'WP_000965608.1']"
108_VC2772_ODB_CLSTR101,-,"['WP_000166627.1', 'WP_000516546.1']"
163_VC2772_ODB_CLSTR101,-,['WP_000166627.1']
962_VC0626_ODB_CLSTR607,-,['WP_000167257.1']
42_VC1914_ODB_CLSTR41,-,['WP_000167341.1']
4682_VC0979_MCRBS_CLSTR1559,-,['WP_000167389.1']
4801_VC1242_MCRBS_CLSTR1601,+,['WP_000167426.1']
2771_VC0056_ODB_CLSTR400,+,"['WP_000168154.1', 'WP_000443976.1', 'WP_001911770.1']"
4272_VC0056_MCRBS_CLSTR1071,+,['WP_000168154.1']
1225_VC0397_ODB_CLSTR714,+,['WP_000168289.1']
1394_VCA0572_ODB_CLSTR783,-,['WP_000169444.1']
33_VC2398_ODB_CLSTR32,-,"['WP_000169466.1', 'WP_000462806.1']"
776_VC1034_ODB_CLSTR505,+,['WP_000169476.1']
77_VC2512_ODB_CLSTR72,+,['WP_000170058.1']
5764_VCA0671_MCRBS_CLSTR2039,+,['WP_000170557.1']
4895_VC1465_MCRBS_CLSTR1651,-,['WP_000170634.1']
385_VCA0519_ODB_CLSTR253,+,['WP_000171125.1']
2832_VC0889_ODB_CLSTR789,-,"['WP_000171170.1', 'WP_000568619.1']"
1400_VC0889_ODB_CLSTR789,-,['WP_000171170.1']
133_VC1553_ODB_CLSTR118,+,['WP_000173767.1']
4784_VC1210_MCRBS_CLSTR1595,+,['WP_000174734.1']
5338_VC2489_MCRBS_CLSTR1825,-,['WP_000175326.1']
5812_VCA0779_MCRBS_CLSTR2065,-,['WP_000175437.1']
3911_VC0736_ODB_CLSTR1363,+,['WP_000176892.1']
408_VC2249_ODB_CLSTR113,-,"['WP_000176921.1', 'WP_000581103.1', 'WP_001081509.1', 'WP_001085485.1', 'WP_001909664.1']"
128_VC2249_ODB_CLSTR113,-,['WP_000176921.1']
1388_VCA0846_ODB_CLSTR777,-,['WP_000176953.1']
5724_VCA0570_MCRBS_CLSTR2019,-,"['WP_000177186.1', 'WP_000257351.1']"
2038_VC0533_ODB_CLSTR1020,+,['WP_000177568.1']
2375_VC2562_ODB_CLSTR1165,+,['WP_000178340.1']
2920_VC0422_ODB_CLSTR324,+,"['WP_000178532.1', 'WP_001189984.1']"
2175_VC0422_ODB_CLSTR1067,+,['WP_000178532.1']
5540_VCA0217_MCRBS_CLSTR1901,-,['WP_000178906.1']
934_VC2099_ODB_CLSTR588,+,['WP_000179037.1']
4221_VC2260_ODB_CLSTR265,-,"['WP_000179228.1', 'WP_000301490.1', 'WP_000210548.1', 'WP_000606619.1']"
402_VC2260_ODB_CLSTR265,-,"['WP_000179228.1', 'WP_000301490.1']"
159_VCA0946_ODB_CLSTR140,+,['WP_000179238.1']
3077_VC1517_ODB_CLSTR1290,-,"['WP_000179983.1', 'WP_000139761.1']"
4554_VC0690_MCRBS_CLSTR1525,-,['WP_000180252.1']
5520_VCA0167_MCRBS_CLSTR1889,-,['WP_000181878.1']
3052_VC2067_ODB_CLSTR606,-,"['WP_000182546.1', 'WP_001030417.1']"
5935_VCA1033_MCRBS_CLSTR2138,-,"['WP_000182764.1', 'WP_000524462.1']"
5336_VC2484_MCRBS_CLSTR1823,-,['WP_000182819.1']
958_VC0150_ODB_CLSTR603,+,['WP_000184359.1']
70_VC2655_ODB_CLSTR68,-,['WP_000185039.1']
5685_VCA0490_MCRBS_CLSTR2000,+,['WP_000186333.1']
1417_VC2172_ODB_CLSTR798,-,['WP_000186559.1']
1567_VC1354_ODB_CLSTR845,-,['WP_000186581.1']
667_VC1889_ODB_CLSTR440,+,['WP_000186700.1']
3686_VC0195_ODB_CLSTR1321,-,['WP_000186908.1']
598_VC0866_ODB_CLSTR391,-,['WP_000187388.1']
2173_VC0568_ODB_CLSTR1065,+,['WP_000187998.1']
957_VC0523_ODB_CLSTR602,-,['WP_000188027.1']
5884_VCA0927_MCRBS_CLSTR619,+,"['WP_000188214.1', 'WP_001259659.1']"
977_VCA0927_ODB_CLSTR619,+,['WP_000188214.1']
1416_VC2606_ODB_CLSTR245,-,['WP_000188336.1']
5410_VC2667_MCRBS_CLSTR1853,+,['WP_000188676.1']
3899_VCA0985_ODB_CLSTR1356,+,['WP_000188699.1']
5387_VC2615_MCRBS_CLSTR1844,-,['WP_000189091.1']
98_VCA0128_ODB_CLSTR91,+,['WP_000189455.1']
2528_VC0035_ODB_CLSTR684,-,"['WP_000189620.1', 'WP_000732279.1']"
1168_VC0035_ODB_CLSTR684,-,['WP_000189620.1']
5797_VCA0751_MCRBS_CLSTR2058,-,['WP_000189735.1']
364_VC2480_ODB_CLSTR238,+,['WP_000189749.1']
1283_VC0406_ODB_CLSTR748,+,"['WP_000190444.1', 'WP_001122154.1']"
477_VC1142_ODB_CLSTR320,-,['WP_000190603.1']
1055_VC0186_ODB_CLSTR650,-,['WP_000190696.1']
2896_VC2159_ODB_CLSTR1276,+,"['WP_000191995.1', 'WP_001094791.1']"
5191_VC2159_MCRBS_CLSTR1276,+,['WP_000191995.1']
73_VC1827_ODB_CLSTR71,+,['WP_000192148.1']
2550_VC0643_ODB_CLSTR1200,+,"['WP_000192207.1', 'WP_000031601.1', 'WP_000147148.1']"
1245_VC0346_ODB_CLSTR720,+,"['WP_000192300.1', 'WP_001051872.1', 'WP_000460377.1', 'WP_000312460.1', 'WP_001228766.1']"
1917_VC1001_ODB_CLSTR967,+,"['WP_000192375.1', 'WP_000118593.1']"
5380_VC2603_MCRBS_CLSTR1840,-,['WP_000193319.1']
930_VC2712_ODB_CLSTR586,+,['WP_000193487.1']
4858_VC1359_MCRBS_CLSTR944,-,"['WP_000193736.1', 'WP_000190761.1', 'WP_000805343.1', 'WP_001284567.1']"
1830_VC1359_ODB_CLSTR944,-,"['WP_000193736.1', 'WP_000190761.1']"
2592_VC1359_ODB_CLSTR944,-,['WP_000193736.1']
1562_VC1482_ODB_CLSTR840,+,['WP_000194430.1']
766_VCA0772_ODB_CLSTR498,+,['WP_000194442.1']
2006_VC0903_ODB_CLSTR1012,+,['WP_000194668.1']
3901_VC0429_ODB_CLSTR1357,-,['WP_000195227.1']
1721_VC1573_ODB_CLSTR901,+,['WP_000196504.1']
2879_VC1890_ODB_CLSTR385,-,"['WP_000196857.1', 'WP_000587948.1']"
584_VC1890_ODB_CLSTR387,-,['WP_000196857.1']
3848_VC2043_ODB_CLSTR1349,-,['WP_000197425.1']
5815_VCA0783_MCRBS_CLSTR2067,+,['WP_000197503.1']
1265_VC0700_ODB_CLSTR736,+,['WP_000197615.1']
432_VC1029_ODB_CLSTR286,-,['WP_000200621.1']
907_VC2337_ODB_CLSTR584,+,['WP_000201011.1']
694_VC1721_ODB_CLSTR455,+,['WP_000201014.1']
3389_VC2578_ODB_CLSTR1075,-,"['WP_000201159.1', 'WP_000926115.1', 'WP_000101599.1', 'WP_000868186.1']"
4934_VC1557_MCRBS_CLSTR54,-,"['WP_000201196.1', 'WP_001129881.1']"
906_VC1557_ODB_CLSTR583,-,['WP_000201196.1']
4411_VC0359_MCRBS_CLSTR889,+,"['WP_000201237.1', 'WP_001138050.1', 'WP_000101803.1', 'WP_000031644.1']"
2496_VC0029_ODB_CLSTR930,-,"['WP_000201999.1', 'WP_001127457.1', 'WP_000524712.1']"
862_VCA0620_ODB_CLSTR552,+,['WP_000203698.1']
657_VC1382_ODB_CLSTR436,+,['WP_000204542.1']
4916_VC1500_MCRBS_CLSTR487,+,"['WP_000204604.1', 'WP_000076860.1', 'WP_000553486.1']"
747_VC1500_ODB_CLSTR487,+,"['WP_000204604.1', 'WP_000076860.1']"
4373_VC0282_MCRBS_CLSTR1454,-,['WP_000205004.1']
4591_VC0772_MCRBS_CLSTR469,-,"['WP_000205544.1', 'WP_000245175.1']"
714_VC0772_ODB_CLSTR469,-,['WP_000205544.1']
1135_VC0003_ODB_CLSTR670,-,['WP_000205962.1']
1950_VC0757_ODB_CLSTR982,+,['WP_000206068.1']
4719_VC1053_MCRBS_CLSTR183,+,"['WP_000206218.1', 'WP_000120801.1', 'WP_000467102.1', 'WP_001260579.1']"
461_VC1053_ODB_CLSTR305,+,['WP_000206218.1']
5308_VC2428_MCRBS_CLSTR747,+,['WP_000207198.1']
1601_VC1886_ODB_CLSTR854,+,['WP_000207270.1']
1609_VC1874_ODB_CLSTR859,+,['WP_000208357.1']
1593_VCA0925_ODB_CLSTR850,+,['WP_000210005.1']
403_VC2258_ODB_CLSTR266,-,['WP_000210548.1']
420_VC2274_ODB_CLSTR281,-,"['WP_000210573.1', 'WP_000366574.1']"
328_VC2448_ODB_CLSTR221,-,['WP_000210846.1']
1518_VCA1011_ODB_CLSTR828,+,['WP_000211007.1']
799_VC0717_ODB_CLSTR514,-,['WP_000211023.1']
1173_VC2744_ODB_CLSTR688,-,['WP_000211151.1']
4876_VC1416_MCRBS_CLSTR1638,+,['WP_000212116.1']
5470_VCA0018_MCRBS_CLSTR1865,+,['WP_000212125.1']
2335_VC0154_ODB_CLSTR1143,-,['WP_000212218.1']
4419_VC0393_MCRBS_CLSTR1477,-,['WP_000212615.1']
3614_VCA0445_ODB_CLSTR1314,-,"['WP_000213183.1', 'WP_000221352.1']"
1182_VC2683_ODB_CLSTR598,+,"['WP_000213241.1', 'WP_000149570.1']"
952_VC2683_ODB_CLSTR598,+,['WP_000213241.1']
129_VC0134_ODB_CLSTR114,-,['WP_000213463.1']
5742_VCA0627_MCRBS_CLSTR2026,+,['WP_000213751.1']
1164_VC1704_ODB_CLSTR681,-,['WP_000213942.1']
964_VC2618_ODB_CLSTR609,-,['WP_000215482.1']
2517_VC1304_ODB_CLSTR1190,+,['WP_000216113.1']
12_VC2214_ODB_CLSTR13,-,['WP_000216841.1']
5759_VCA0650_MCRBS_CLSTR2036,-,"['WP_000217407.1', 'WP_000386919.1']"
1036_VC2738_ODB_CLSTR638,+,['WP_000217613.1']
1515_VC2620_ODB_CLSTR825,+,['WP_000218156.1']
1642_VC0824_ODB_CLSTR875,+,['WP_000218964.1']
5151_VC2032_MCRBS_CLSTR1764,+,['WP_000219805.1']
1653_VCA0530_ODB_CLSTR881,-,['WP_000219885.1']
1559_VC1297_ODB_CLSTR837,-,['WP_000220370.1']
4585_VC0764_MCRBS_CLSTR1529,+,['WP_000220475.1']
91_VC1499_ODB_CLSTR84,+,['WP_000220810.1']
4843_VC1322_MCRBS_CLSTR1620,-,"['WP_000221701.1', 'WP_000599452.1']"
1722_VC2698_ODB_CLSTR902,+,['WP_000224052.1']
696_VCA0132_ODB_CLSTR457,+,['WP_000224436.1']
695_VC2677_ODB_CLSTR456,-,['WP_000224452.1']
5313_VC2439_MCRBS_CLSTR1817,-,['WP_000224553.1']
1511_VC0139_ODB_CLSTR821,-,['WP_000224703.1']
777_VC2347_ODB_CLSTR506,-,['WP_000224887.1']
778_VCA0053_ODB_CLSTR507,-,['WP_000224891.1']
381_VC1561_ODB_CLSTR250,-,['WP_000226382.1']
2910_VC2451_ODB_CLSTR354,-,"['WP_000226858.1', 'WP_000090462.1']"
